"","price","city_name","voivodeship","year_of_production","mileage","age"
"447",6699,"Ciechanów","Mazowieckie","2019 ",1,1
"448",7500,"Kiełczów","Dolnośląskie","2015 ",26000,5
"449",16999,"Warszawa","Mazowieckie","2019 ",1,1
"450",15500,"Warszawa","Mazowieckie","2019 ",1,1
"451",6828,"Tarnowskie Góry","Śląskie","2017 ",1,3
"452",6910,"Tarnowskie Góry","Śląskie","2017 ",1,3
"453",9200,"Ruda Śląska","Śląskie","2020 ",1,0
"454",9900,"Starogard Gdański","Pomorskie","2011 ",18000,9
"455",9999,"Starogard Gdański","Pomorskie","1997 ",12000,23
"456",11700,"Gdańsk","Pomorskie","2008 ",55404,12
"457",8900,"Proszowice","Małopolskie","2014 ",3336,6
"458",17900,"Człuchów","Pomorskie","2019 ",2,1
"459",6399,"Ruda Śląska","Śląskie","2019 ",1,1
"460",8900,"Zbąszyń","Wielkopolskie","2018 ",1472,2
"461",10500,"Bolesławiec","Dolnośląskie","2017 ",8900,3
"462",7800,"Gliwice","Śląskie","2019 ",1,1
"463",9899,"Gliwice","Śląskie","2020 ",1,0
"464",18700,"Warszawa","Mazowieckie","2020 ",1,0
"465",9900,"Błędów","Mazowieckie","2013 ",30200,7
"466",7899,"Gliwice","Śląskie","2019 ",1,1
"467",15900,"Gliwice","Śląskie","2019 ",1,1
"468",7199,"Gliwice","Śląskie","2019 ",1,1
"469",8300,"Krośniewice","Łódzkie","1998 ",13034,22
"470",2499,"Przemyśl","Podkarpackie","2020 ",1,0
"471",16990,"Tarnobrzeg","Podkarpackie","2019 ",1,1
"472",9400,"Bilcza","Świętokrzyskie","2013 ",33849,7
"473",6999,"Częstochowa","Śląskie","2005 ",16000,15
"474",18700,"Szczecin","Zachodniopomorskie","2020 ",5,0
"475",18700,"Szczecin","Zachodniopomorskie","2020 ",5,0
"476",12400,"Szczecin","Zachodniopomorskie","2020 ",5,0
"477",7500,"Wysokie Mazowieckie","Podlaskie","2015 ",18000,5
"478",7999,"Tarnowskie Góry","Śląskie","2015 ",28000,5
"479",6999,"Tarnowskie Góry","Śląskie","2016 ",25000,4
"480",19900,"Kłodzko","Dolnośląskie","2019 ",1,1
"481",6900,"Tarnowskie Góry","Śląskie","2002 ",20000,18
"482",13749,"Pietrzykowice","Dolnośląskie","2019 ",1,1
"483",13600,"Dąbrowa Górnicza","Śląskie","2002 ",30000,18
"484",17000,"Dąbrowa Górnicza","Śląskie","2008 ",13000,12
"485",8900,"Białystok","Podlaskie","2019 ",1,1
"486",9600,"Tarnów","Małopolskie","2019 ",1,1
"487",7990,"Tarnów","Małopolskie","2019 ",1,1
"488",9199,"Pietrzykowice","Dolnośląskie","2020 ",1,0
"489",7600,"Pietrzykowice","Dolnośląskie","2020 ",1,0
"490",8400,"Pietrzykowice","Dolnośląskie","2020 ",1,0
"491",9599,"Pietrzykowice","Dolnośląskie","2019 ",1,1
"492",12999,"Tarnowskie Góry","Śląskie","2005 ",2000,15
"493",5299,"Częstochowa","Śląskie","2019 ",1,1
"494",8400,"Częstochowa","Śląskie","2020 ",1,0
"495",6299,"Częstochowa","Śląskie","2019 ",1,1
"496",5599,"Częstochowa","Śląskie","2019 ",1,1
"497",10999,"Częstochowa","Śląskie","2020 ",1,0
"498",10499,"Częstochowa","Śląskie","2019 ",1,1
"499",9499,"Częstochowa","Śląskie","2019 ",1,1
"500",7199,"Częstochowa","Śląskie","2019 ",1,1
"501",7899,"Częstochowa","Śląskie","2019 ",1,1
"502",14400,"Dąbrowa Górnicza","Śląskie","2001 ",8000,19
"503",4500,"Kępno","Wielkopolskie","2015 ",600,5
"504",11900,"Białaczów","Łódzkie","2002 ",17000,18
"505",21900,"Słupno","Mazowieckie","2020 ",1,0
"506",18100,"Wrocław","Dolnośląskie","2020 ",1,0
"507",6700,"Hańsk Pierwszy","Lubelskie","2002 ",16000,18
"508",12990,"Warszawa","Mazowieckie","2017 ",11000,3
"509",17990,"Chorzów","Śląskie","2019 ",1,1
"510",14500,"Dąbrowa Górnicza","Śląskie","2000 ",13000,20
"511",7990,"Tarnów","Małopolskie","2019 ",1,1
"512",8500,"Rzeszów","Podkarpackie","2013 ",31000,7
"513",7200,"Tarnów","Małopolskie","2019 ",1,1
"514",10200,"Pietrzykowice","Dolnośląskie","2020 ",1,0
"515",5599,"Pietrzykowice","Dolnośląskie","2019 ",1,1
"516",8999,"Pietrzykowice","Dolnośląskie","2019 ",1,1
"517",6400,"Rzepinek","Świętokrzyskie","2009 ",12090,11
"518",6199,"Ryki","Lubelskie","2020 ",1,0
"519",4788,"Radom","Mazowieckie","2008 ",21200,12
"520",10500,"Pilchowice","Śląskie","2002 ",40625,18
"521",4800,"Złotoryja","Dolnośląskie","2008 ",21000,12
"522",11900,"Pilchowice","Śląskie","2003 ",33873,17
"523",9900,"Pilchowice","Śląskie","2009 ",31516,11
"524",12900,"Zambrów","Podlaskie","2005 ",7901,15
"525",5500,"Kościerzyna","Pomorskie","2004 ",5,16
"526",7000,"Uraz","Dolnośląskie","2002 ",30801,18
"527",16900,"Warszawa","Mazowieckie","2020 ",1,0
"528",16900,"Warszawa","Mazowieckie","2020 ",1,0
"529",8000,"Przykona","Wielkopolskie","2009 ",22210,11
"530",14990,"Łódź","Łódzkie","2019 ",1,1
"531",17990,"Warszawa","Mazowieckie","2019 ",1,1
"532",15999,"Drzewica","Łódzkie","2016 ",120,4
"533",7750,"Warszawa","Mazowieckie","2003 ",35450,17
"534",14500,"Ożarów","Łódzkie","2019 ",18703,1
"535",14800,"Łęg Starościński","Mazowieckie","2015 ",122,5
"536",6500,"Gdańsk","Pomorskie","2002 ",194,18
"537",6800,"Lublin","Lubelskie","2012 ",16000,8
"538",12999,"Kamieńsk","Łódzkie","2010 ",16100,10
"539",5499,"Rydułtowy","Śląskie","2019 ",1,1
"540",12500,"Poznań","Wielkopolskie","2017 ",340,3
"541",9699,"Kraków","Małopolskie","2019 ",1,1
"542",4300,"Wrocław","Dolnośląskie","2003 ",24000,17
"543",22900,"Rzeszów","Podkarpackie","2019 ",1,1
"544",10900,"Jasło","Podkarpackie","2016 ",11000,4
"545",3790,"Bodzentyn","Świętokrzyskie","2009 ",22344,11
"546",3590,"Bodzentyn","Świętokrzyskie","2015 ",6054,5
"547",7700,"Chojnice","Pomorskie","2011 ",23200,9
"548",7999,"Kutno","Łódzkie","2019 ",1,1
"549",7000,"Zawiercie","Śląskie","2013 ",12817,7
"550",16990,"Tarnobrzeg","Podkarpackie","2019 ",1,1
"551",16500,"Poznań","Wielkopolskie","2019 ",183,1
"552",10200,"Błaszki","Łódzkie","2020 ",1,0
"553",8599,"Błaszki","Łódzkie","2019 ",1,1
"554",10999,"Błaszki","Łódzkie","2020 ",1,0
"555",12900,"Ożarów Mazowiecki","Mazowieckie","2018 ",3273,2
"556",7150,"Ścinawa","Dolnośląskie","2001 ",32000,19
"557",10600,"Elbląg","Warmińsko-mazurskie","1999 ",28000,21
"558",8000,"Bilcza","Świętokrzyskie","2002 ",32284,18
"559",6900,"Boguchwała","Podkarpackie","2008 ",23422,12
"560",11900,"Dębe Wielkie","Mazowieckie","2002 ",24000,18
"561",6666,"Kokoszkowy","Pomorskie","2004 ",8123,16
"562",5999,"Kokoszkowy","Pomorskie","2008 ",29123,12
"563",16000,"Częstochowa","Śląskie","2016 ",18816,4
"564",6299,"Tarnowskie Góry","Śląskie","2019 ",1,1
"565",5799,"Tarnowskie Góry","Śląskie","2019 ",1,1
"566",10900,"Stargard Szczeciński","Zachodniopomorskie","2000 ",20000,20
"567",19900,"Radom","Mazowieckie","2018 ",1,2
"568",14400,"Warszawa","Mazowieckie","2019 ",1,1
"569",11999,"Kokoszkowy","Pomorskie","1999 ",8874,21
"570",18900,"Tarnów","Małopolskie","2019 ",1,1
"571",14500,"Dąbrowa Górnicza","Śląskie","2001 ",15000,19
"572",14800,"Poznań","Wielkopolskie","2016 ",5998,4
"573",17500,"Dąbrowa Górnicza","Śląskie","2000 ",8000,20
"574",12400,"Dąbrowa Górnicza","Śląskie","1999 ",23000,21
"575",15000,"Dąbrowa Górnicza","Śląskie","2001 ",9000,19
"576",12500,"Dąbrowa Górnicza","Śląskie","1999 ",17000,21
"577",16500,"Dąbrowa Górnicza","Śląskie","2006 ",12000,14
"578",13750,"Dąbrowa Górnicza","Śląskie","2003 ",13000,17
"579",16500,"Dąbrowa Górnicza","Śląskie","2006 ",12000,14
"580",10499,"Ruda Śląska","Śląskie","1999 ",32000,21
"581",8799,"Kraków","Małopolskie","2019 ",1,1
"582",10499,"Radom","Mazowieckie","2016 ",10000,4
"583",5999,"Radom","Mazowieckie","2006 ",25000,14
"584",13999,"Radom","Mazowieckie","2017 ",5000,3
"585",10500,"Łomianki","Mazowieckie","2011 ",34689,9
"586",9700,"Zielona Góra","Lubuskie","2012 ",31500,8
"587",7990,"Siechnice","Dolnośląskie","2020 ",1200,0
"588",4600,"Wielogóra","Mazowieckie","1998 ",15000,22
"589",9500,"Bełżyce","Lubelskie","2009 ",39629,11
"590",8499,"Czarnków","Wielkopolskie","2020 ",1,0
"591",19900,"Wrocław","Dolnośląskie","2020 ",1,0
"592",6199,"Legnica","Dolnośląskie","2020 ",1,0
"593",16999,"Kraków","Małopolskie","2019 ",1,1
"594",16000,"Dąbrowa Górnicza","Śląskie","2001 ",9500,19
"595",5599,"Czarnków","Wielkopolskie","2019 ",1,1
"596",9999,"Biała Podlaska","Lubelskie","2016 ",6300,4
"597",9199,"Czarnków","Wielkopolskie","2020 ",1,0
"598",13999,"Starogard Gdański","Pomorskie","1999 ",6000,21
"599",6499,"Czarnków","Wielkopolskie","2019 ",1,1
"600",5199,"Czarnków","Wielkopolskie","2019 ",1,1
"601",13999,"Starogard Gdański","Pomorskie","2001 ",17000,19
"602",7800,"Głogów","Dolnośląskie","2003 ",9999,17
"603",4800,"Pleszew","Wielkopolskie","2005 ",35474,15
"604",8500,"Iława","Warmińsko-mazurskie","2005 ",29000,15
"605",14500,"Kraków","Małopolskie","2019 ",1,1
"606",15500,"Kraków","Małopolskie","2019 ",1,1
"607",7600,"Białystok","Podlaskie","2018 ",1,2
"608",5999,"Kraków","Małopolskie","2020 ",1,0
"609",11200,"Iława","Warmińsko-mazurskie","2007 ",27000,13
"610",7999,"Kraków","Małopolskie","2018 ",1,2
"611",9199,"Ruda Śląska","Śląskie","2020 ",1,0
"612",13800,"Warszawa","Mazowieckie","2019 ",2400,1
"613",5899,"Kraków","Małopolskie","2019 ",1,1
"614",8499,"Kraków","Małopolskie","2020 ",1,0
"615",7999,"Kraków","Małopolskie","2019 ",267,1
"616",8999,"Rawa Mazowiecka","Łódzkie","2004 ",33147,16
"617",10500,"Rawa Mazowiecka","Łódzkie","2016 ",42380,4
"618",17500,"Warszawa","Mazowieckie","2019 ",7200,1
"619",5300,"Pułtusk","Mazowieckie","2006 ",35157,14
"620",13749,"Dulowa","Małopolskie","2019 ",1,1
"621",7999,"Poznań","Wielkopolskie","2009 ",48000,11
"622",19900,"Łódź","Łódzkie","2020 ",1,0
"623",10900,"Koźmin Wielkopolski","Wielkopolskie","1999 ",9477,21
"624",21500,"Warszawa","Mazowieckie","1975 ",6000,45
"625",13999,"Radom","Mazowieckie","2018 ",1400,2
"626",2500,"Szczecin","Zachodniopomorskie","1998 ",39000,22
"627",7500,"Balin","Małopolskie","2016 ",2057,4
"628",8399,"Nakło nad Notecią","Kujawsko-pomorskie","2020 ",1,0
"629",6399,"Katowice","Śląskie","2019 ",1,1
"630",10500,"Dobrodzień","Opolskie","2001 ",19900,19
"631",7500,"Inowrocław","Kujawsko-pomorskie","2013 ",21125,7
"632",5499,"Ruda Śląska","Śląskie","2019 ",1,1
"633",9599,"Barlinek","Zachodniopomorskie","2020 ",1,0
"634",4750,"Ścinawa","Dolnośląskie","2004 ",18000,16
"635",11900,"Wejherowo-Nanice","Pomorskie","2000 ",38929,20
"636",20990,"Słupno","Mazowieckie","2020 ",1,0
"637",15900,"Łódź","Łódzkie","2019 ",1,1
"638",4999,"Nakło nad Notecią","Kujawsko-pomorskie","2019 ",1,1
"639",9299,"Nakło nad Notecią","Kujawsko-pomorskie","2020 ",1,0
"640",5999,"Nakło nad Notecią","Kujawsko-pomorskie","2019 ",1,1
"641",5899,"Nakło nad Notecią","Kujawsko-pomorskie","2019 ",1,1
"642",6999,"Warszawa","Mazowieckie","2020 ",1,0
"643",19200,"Warszawa","Mazowieckie","2020 ",1,0
"644",15000,"Gdynia","Pomorskie","2019 ",2000,1
"645",6999,"Myszków","Śląskie","2017 ",1,3
"646",5999,"Nowy Tomyśl","Wielkopolskie","2020 ",1,0
"647",6199,"Nowy Tomyśl","Wielkopolskie","2020 ",1,0
"648",7600,"Grudziądz","Kujawsko-pomorskie","2020 ",1,0
"649",7990,"Grudziądz","Kujawsko-pomorskie","2019 ",1,1
"650",4500,"Koszalin","Zachodniopomorskie","2010 ",3000,10
"651",5999,"Łagów","Świętokrzyskie","2007 ",12800,13
"652",8600,"Łagów","Świętokrzyskie","2015 ",19489,5
"653",16200,"Białystok","Podlaskie","2019 ",8578,1
"654",16990,"Łódź","Łódzkie","2019 ",1,1
"655",11500,"Rydułtowy","Śląskie","1999 ",23500,21
"656",6499,"Mielec","Podkarpackie","2019 ",1,1
"657",8900,"Pilchowice","Śląskie","2018 ",12329,2
"658",5850,"Szczecin","Zachodniopomorskie","2019 ",1,1
"659",6910,"Warszawa","Mazowieckie","2017 ",1,3
"660",5999,"Warszawa","Mazowieckie","2020 ",1,0
"661",7999,"Warszawa","Mazowieckie","2018 ",1,2
"662",6199,"Warszawa","Mazowieckie","2020 ",1,0
"663",7999,"Warszawa","Mazowieckie","2019 ",1,1
"664",12400,"Bielsko-Biała","Śląskie","2019 ",3300,1
"665",5999,"Ryki","Lubelskie","2019 ",1,1
"666",10699,"Kobyłka","Mazowieckie","2019 ",1,1
"667",16990,"Kłodawa","Lubuskie","2019 ",1,1
"668",5800,"Kamienna Wola","Mazowieckie","1997 ",5000,23
"669",11200,"Garwolin","Mazowieckie","2015 ",18000,5
"670",8364,"Ostrołęka","Mazowieckie","2019 ",1,1
"671",14500,"Dąbrowa Górnicza","Śląskie","2001 ",15000,19
"672",3800,"Bagienki","Podlaskie","2016 ",6900,4
"673",17900,"Tarnów","Małopolskie","2019 ",1,1
"674",6499,"Rydułtowy","Śląskie","2019 ",1,1
"675",5900,"Otwock","Mazowieckie","2019 ",1170,1
"676",4999,"Bolesławiec","Dolnośląskie","2015 ",8500,5
"677",11000,"Rzeszów","Podkarpackie","2017 ",11981,3
"678",20990,"Warszawa","Mazowieckie","2020 ",1,0
"679",5299,"Ryki","Lubelskie","2019 ",1,1
"680",12899,"Gliwice","Śląskie","2018 ",1,2
"681",16900,"Tarnów","Małopolskie","2019 ",1,1
"682",5999,"Wrocław","Dolnośląskie","2019 ",1,1
"683",11000,"Lublin","Lubelskie","2014 ",15500,6
"684",16500,"Piła","Wielkopolskie","1999 ",26379,21
"685",5990,"Żyrardów","Mazowieckie","1999 ",16300,21
"686",12700,"Dąbrowa Górnicza","Śląskie","2000 ",33000,20
"687",14000,"Gniezno","Wielkopolskie","2016 ",18000,4
"688",8999,"Bolesławiec","Dolnośląskie","2012 ",14000,8
"689",10999,"Bolesławiec","Dolnośląskie","2016 ",13000,4
"690",6200,"Zdziarzec","Podkarpackie","1998 ",26000,22
"691",13600,"Wejherowo","Pomorskie","2000 ",10790,20
"692",17400,"Poznań","Wielkopolskie","2018 ",85,2
"693",13500,"Warszawa","Mazowieckie","2019 ",1,1
"694",14500,"Warszawa","Mazowieckie","2019 ",1,1
"695",15500,"Połczyn-Zdrój","Zachodniopomorskie","2006 ",7500,14
"696",12500,"Radom","Mazowieckie","2016 ",12000,4
"697",12000,"Zielona Góra","Lubuskie","2015 ",9300,5
"698",9900,"Sulechów","Lubuskie","2003 ",17000,17
"699",8399,"Rzeszów","Podkarpackie","2019 ",1,1
"700",6699,"Rzeszów","Podkarpackie","2018 ",1,2
"701",7100,"Wrocław","Dolnośląskie","2019 ",1,1
"702",18700,"Łódź","Łódzkie","2020 ",1,0
"703",5599,"Wrocław","Dolnośląskie","2019 ",1,1
"704",7250,"Jasienie","Opolskie","2014 ",7100,6
"705",17000,"Inowrocław","Kujawsko-pomorskie","2018 ",9082,2
"706",5210,"Szczecin","Zachodniopomorskie","2019 ",1,1
"707",11900,"Szczecin","Zachodniopomorskie","2020 ",1,0
"708",11200,"Wyszogród","Mazowieckie","2015 ",13724,5
"709",13500,"Pilchowice","Śląskie","2013 ",21516,7
"710",10900,"Dobrodzień","Opolskie","1999 ",46000,21
"711",18700,"Częstochowa","Śląskie","2020 ",1,0
"712",9200,"Tarnów","Małopolskie","2020 ",1,0
"713",9200,"Błaszki","Łódzkie","2020 ",1,0
"714",8400,"Błaszki","Łódzkie","2020 ",1,0
"715",6999,"Błaszki","Łódzkie","2019 ",1,1
"716",7990,"Błaszki","Łódzkie","2019 ",1,1
"717",6499,"Błaszki","Łódzkie","2019 ",1,1
"718",9700,"Starogard Gdański","Pomorskie","2004 ",11627,16
"719",5900,"Lipno","Kujawsko-pomorskie","2017 ",6500,3
"720",13200,"Pilchowice","Śląskie","2017 ",16114,3
"721",18100,"Wrocław","Dolnośląskie","2020 ",1,0
"722",18100,"Wrocław","Dolnośląskie","2020 ",1,0
"723",7600,"Błaszki","Łódzkie","2020 ",1,0
"724",11900,"Częstochowa","Śląskie","2015 ",20582,5
"725",9199,"Nakło nad Notecią","Kujawsko-pomorskie","2019 ",1,1
"726",18700,"Warszawa","Mazowieckie","2019 ",1,1
"727",12400,"Warszawa","Mazowieckie","2020 ",1,0
"728",21900,"Szczecin","Zachodniopomorskie","2020 ",1,0
"729",11000,"Poznań","Wielkopolskie","2018 ",1,2
"730",6949,"Swarzędz","Wielkopolskie","2019 ",1,1
"731",4990,"Żyrardów","Mazowieckie","2006 ",27400,14
"732",21900,"Szczecin","Zachodniopomorskie","2020 ",1,0
"733",12499,"Bielsko-Biała","Śląskie","2019 ",5,1
"734",12499,"Bielsko-Biała","Śląskie","2019 ",5,1
"735",11499,"Bielsko-Biała","Śląskie","2019 ",5,1
"736",14900,"Poznań","Wielkopolskie","2017 ",25,3
"737",11300,"Poznań","Wielkopolskie","2019 ",1,1
"738",11300,"Poznań","Wielkopolskie","2019 ",1,1
"739",5999,"Wrocław","Dolnośląskie","2019 ",1,1
"740",6599,"Wrocław","Dolnośląskie","2019 ",1,1
"741",5990,"Wrocław","Dolnośląskie","2019 ",1,1
"742",3399,"Wrocław","Dolnośląskie","2020 ",1,0
"743",2190,"Wrocław","Dolnośląskie","2020 ",1,0
"744",2874,"Wrocław","Dolnośląskie","2020 ",1,0
"745",3699,"Wrocław","Dolnośląskie","2020 ",1,0
"746",3899,"Wrocław","Dolnośląskie","2020 ",1,0
"747",3624,"Wrocław","Dolnośląskie","2018 ",1,2
"748",6699,"Wrocław","Dolnośląskie","2019 ",1,1
"749",7990,"Wrocław","Dolnośląskie","2019 ",1,1
"750",8790,"Wrocław","Dolnośląskie","2020 ",1,0
"751",11300,"Poznań","Wielkopolskie","2019 ",1,1
"752",18100,"Poznań","Wielkopolskie","2020 ",1,0
"753",18100,"Poznań","Wielkopolskie","2020 ",1,0
"754",5900,"Otwock","Mazowieckie","2019 ",1170,1
"755",7299,"Mielec","Podkarpackie","2019 ",1,1
"756",9199,"Poznań","Wielkopolskie","2020 ",1,0
"757",10999,"Poznań","Wielkopolskie","2020 ",1,0
"758",2899,"Wrocław","Dolnośląskie","2020 ",1,0
"759",3399,"Wrocław","Dolnośląskie","2020 ",1,0
"760",3799,"Wrocław","Dolnośląskie","2020 ",1,0
"761",9199,"Wrocław","Dolnośląskie","2019 ",1,1
"762",2249,"Przemyśl","Podkarpackie","2020 ",1,0
"763",3199,"Przemyśl","Podkarpackie","2020 ",1,0
"764",1999,"Przemyśl","Podkarpackie","2020 ",1,0
"765",8800,"Zabrze","Śląskie","1999 ",36900,21
"766",10750,"Kielce","Świętokrzyskie","2000 ",10750,20
"767",5600,"Skierniewice","Łódzkie","2019 ",1,1
"768",3799,"Lublin","Lubelskie","2020 ",1,0
"769",5500,"Warszawa","Mazowieckie","2009 ",49500,11
"770",7200,"Baranowo","Wielkopolskie","2019 ",1,1
"771",9200,"Baranowo","Wielkopolskie","2020 ",1,0
"772",18700,"Szczecin","Zachodniopomorskie","2020 ",5,0
"773",18700,"Rzeszów","Podkarpackie","2020 ",1,0
"774",5299,"Nowy Tomyśl","Wielkopolskie","2019 ",1,1
"775",6299,"Nowy Tomyśl","Wielkopolskie","2019 ",1,1
"776",15500,"Rzeszów","Podkarpackie","2019 ",1,1
"777",18100,"Poznań","Wielkopolskie","2020 ",1,0
"778",17700,"Poznań","Wielkopolskie","2020 ",1,0
"779",7900,"Warszawa","Mazowieckie","2017 ",10000,3
"780",16600,"Poznań","Wielkopolskie","2020 ",1,0
"781",8500,"Bojszowy Nowe","Śląskie","2002 ",30950,18
"782",8600,"Krotoszyn","Wielkopolskie","2001 ",18700,19
"783",9200,"Toruń","Kujawsko-pomorskie","2020 ",1,0
"784",5900,"Szemud","Pomorskie","2014 ",23800,6
"785",9500,"Kraków","Małopolskie","2007 ",45000,13
"786",5600,"Zbąszyń","Wielkopolskie","2016 ",12476,4
"787",11500,"Borek","Małopolskie","2010 ",31000,10
"788",13500,"Bielsko-Biała","Śląskie","2019 ",1,1
"789",13500,"Bielsko-Biała","Śląskie","2019 ",1,1
"790",15500,"Bielsko-Biała","Śląskie","2019 ",1,1
"791",14500,"Bielsko-Biała","Śląskie","2019 ",1,1
"792",5899,"Mielec","Podkarpackie","2019 ",1,1
"793",9200,"Mielec","Podkarpackie","2020 ",1,0
"794",8899,"Zagórz","Podkarpackie","2020 ",1,0
"795",5800,"Białobrzegi","Mazowieckie","2000 ",24599,20
"796",11900,"Warszawa","Mazowieckie","2020 ",1,0
"797",8799,"Tarnów","Małopolskie","2018 ",1,2
"798",7499,"Rydułtowy","Śląskie","2020 ",1,0
"799",5399,"Rydułtowy","Śląskie","2019 ",1,1
"800",4599,"Rydułtowy","Śląskie","2019 ",1,1
"801",8649,"Rydułtowy","Śląskie","2020 ",1,0
"802",18700,"Warszawa","Mazowieckie","2020 ",1,0
"803",12400,"Warszawa","Mazowieckie","2020 ",1,0
"804",15900,"Warszawa","Mazowieckie","2020 ",1,0
"805",8999,"Warszawa","Mazowieckie","2019 ",1,1
"806",4900,"Tarnowskie Góry","Śląskie","2012 ",17000,8
"807",17000,"Białystok","Podlaskie","2015 ",5295,5
"808",6200,"Gniezno","Wielkopolskie","2000 ",8000,20
"809",9000,"Pietrzykowice","Dolnośląskie","2019 ",1,1
"810",18999,"Lidzbark Warmiński","Warmińsko-mazurskie","2019 ",482,1
"811",4799,"Warszawa","Mazowieckie","2019 ",3300,1
"812",19900,"Żyrardów","Mazowieckie","2019 ",1,1
"813",5500,"Gocław","Mazowieckie","1994 ",9999,26
"814",17900,"Rzeszów","Podkarpackie","2019 ",1,1
"815",6500,"Chełm","Lubelskie","2012 ",23600,8
"816",16900,"Wrocław","Dolnośląskie","2000 ",1,20
"817",16900,"Warszawa","Mazowieckie","2000 ",1000,20
"818",6890,"Toruń","Kujawsko-pomorskie","2020 ",1,0
"819",17990,"Szczecin","Zachodniopomorskie","2019 ",1,1
"820",6900,"Częstochowa","Śląskie","2013 ",26200,7
"821",5299,"Warszawa","Mazowieckie","2019 ",1,1
"822",8390,"Mielec","Podkarpackie","2020 ",12,0
"823",11600,"Wejherowo-Nanice","Pomorskie","2003 ",22699,17
"824",18700,"Łódź","Łódzkie","2020 ",1,0
"825",14600,"Łódź","Łódzkie","2020 ",1,0
"826",14600,"Łódź","Łódzkie","2019 ",1,1
"827",9900,"Świebodzin","Lubuskie","2002 ",14500,18
"828",6499,"Czempiń","Wielkopolskie","2019 ",5000,1
"829",18700,"Gdańsk","Pomorskie","2020 ",1,0
"830",8610,"Ostrołęka","Mazowieckie","2019 ",1,1
"831",8000,"Kraków","Małopolskie","2014 ",9500,6
"832",8000,"Kraków","Małopolskie","2015 ",20883,5
"833",8500,"Kraków","Małopolskie","2016 ",10800,4
"834",9000,"Kraków","Małopolskie","2017 ",9000,3
"835",6799,"Nakło nad Notecią","Kujawsko-pomorskie","2019 ",1,1
"836",12900,"Złotniki","Wielkopolskie","2018 ",18229,2
"837",10200,"Gliwice","Śląskie","2020 ",1,0
"838",9000,"Żagań","Lubuskie","2005 ",45000,15
"839",7900,"Zbąszyń","Wielkopolskie","2018 ",3713,2
"840",5299,"Nowy Tomyśl","Wielkopolskie","2019 ",1,1
"841",3800,"Tomaszów Mazowiecki","Łódzkie","2003 ",10000,17
"842",14400,"Ostrów Wielkopolski","Wielkopolskie","2019 ",14,1
"843",10500,"Limanowa","Małopolskie","2016 ",35000,4
"844",9499,"Częstochowa","Śląskie","2013 ",17800,7
"845",14800,"Wolbrom","Małopolskie","2002 ",34050,18
"846",10500,"Limanowa","Małopolskie","2014 ",16100,6
"847",8500,"Limanowa","Małopolskie","2012 ",27600,8
"848",10500,"Limanowa","Małopolskie","2013 ",35000,7
"849",16900,"Gdańsk","Pomorskie","2000 ",1,20
"850",16900,"Kraków","Małopolskie","2000 ",1,20
"851",5599,"Nakło nad Notecią","Kujawsko-pomorskie","2019 ",1,1
"852",8700,"Kraków","Małopolskie","2012 ",12500,8
"853",16900,"Katowice","Śląskie","2020 ",1,0
"854",21900,"Łódź","Łódzkie","2020 ",1,0
"855",4500,"Dobrodzień","Opolskie","2005 ",10000,15
"856",18000,"Dobrodzień","Opolskie","2000 ",5591,20
"857",7999,"Pietrzykowice","Dolnośląskie","2019 ",1,1
"858",10500,"Dobrodzień","Opolskie","2001 ",31000,19
"859",5799,"Ryki","Lubelskie","2019 ",1,1
"860",6299,"Ryki","Lubelskie","2019 ",1,1
"861",22900,"Warszawa","Mazowieckie","2019 ",1,1
"862",12900,"Wrocław","Dolnośląskie","2009 ",20000,11
"863",7626,"Ostrołęka","Mazowieckie","2017 ",1,3
"864",15000,"Wodzisław Śląski","Śląskie","1999 ",38843,21
"865",12400,"Kraków","Małopolskie","2020 ",1,0
"866",18700,"Kraków","Małopolskie","2020 ",1,0
"867",10300,"Tarnowskie Góry","Śląskie","2016 ",30000,4
"868",6642,"Ostrołęka","Mazowieckie","2019 ",1,1
"869",13900,"Kutno","Łódzkie","2006 ",38000,14
"870",5700,"Głubczyce","Opolskie","2005 ",7960,15
"871",17900,"Wrocław","Dolnośląskie","2019 ",1,1
"872",22900,"Wrocław","Dolnośląskie","2020 ",1,0
"873",12999,"Gliwice","Śląskie","2019 ",1,1
"874",7800,"Pietrzykowice","Dolnośląskie","2019 ",1,1
"875",14900,"Szczecin","Zachodniopomorskie","2019 ",50,1
"876",8500,"Kielce","Świętokrzyskie","2002 ",8000,18
"877",18700,"Łódź","Łódzkie","2020 ",1,0
"878",6399,"Błaszki","Łódzkie","2019 ",1,1
"879",17990,"Wejherowo-Nanice","Pomorskie","2018 ",1,2
"880",10999,"Opole","Opolskie","2020 ",1,0
"881",6800,"Elbląg","Warmińsko-mazurskie","1999 ",20246,21
"882",11500,"Dębe Wielkie","Mazowieckie","2002 ",16500,18
"883",8299,"Nakło nad Notecią","Kujawsko-pomorskie","2019 ",1,1
"884",7799,"Mielec","Podkarpackie","2019 ",1,1
"885",8990,"Toruń","Kujawsko-pomorskie","2019 ",1,1
"886",3200,"Jasło","Podkarpackie","2004 ",10000,16
"887",7299,"Barlinek","Zachodniopomorskie","2019 ",1,1
"888",5400,"Skierniewice","Łódzkie","2018 ",1,2
"889",9700,"Skierniewice","Łódzkie","2019 ",1,1
"890",20990,"Łódź","Łódzkie","2019 ",1,1
